source,keep,rescue_rule,flag_rules,relevance_score,date,actor,actor_country,target_country,target_actor,event_type,event_subtype,motive,description,original_id,actor_norm,target_country_iso,target_country_raw,tc_extraction_method,date_intrinsic,event_type_source,event_subtype_source,cluster_id,abstraction_level,analysis_weight,is_cluster_canonical,duplicate_group_id,duplicate_confidence,granularity_flag,granularity_note,sources_in_group,is_canonical,cluster_size,date_min,date_max,dates_all,targets_all,event_types_all,event_subtypes_all,motives_all,actor_all,total_events,description_merged,description_merged_final,actor_country_native,actor_country_grounded,date_native,date_grounded,canonical_incident_name,enrichment_status,enrichment_method,external_citation_urls,citation_count,native_source_url,include_in_analysis,exclude_reason,actor_type,attribution_method,confidence_hint
cissm,yes,,,0.029756,2024-02-18,Undetermined,Russian Federation,Ukraine,Several popular Ukrainian media outlets including Ukrainska Pravda and Liga.net,Disruptive,Message Manipulation,Sabotage,"Russian hackers attacked several popular Ukrainian media outlets, posting fake news related to the war.",cissm_-9149520309931174379,undetermined,UKR,,direct_lookup,True,Disruptive,Message Manipulation,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-02-18,2024-02-18,2024-02-18,Several popular Ukrainian media outlets including Ukrainska Pravda and Liga.net,Disruptive,Message Manipulation,Sabotage,Undetermined,1,"Russian hackers attacked several popular Ukrainian media outlets, posting fake news related to the war.","Russian hackers attacked several popular Ukrainian media outlets, posting fake news related to the war.",,,,,,,,,,https://therecord.media/ukrainian-news-outlets-attacked-by-russian-hackers,True,,unknown,unclear,none
cissm,yes,,,0.032689,2024-02-19,Anonymous Sudan,Russian Federation,United Kingdom of Great Britain and Northern Ireland,University of Cambridge,Disruptive,External Denial of Service,Protest,The University of Cambridge is hit with a DDoS attack. The Anonymous Sudan group claims responsibility for the attack. | The University of Manchester is hit with a DDoS attack. The Anonymous Sudan group claims responsibility for the attack.,cissm_2712184896356511502,anonymous,GBR,,direct_lookup,True,Disruptive,External Denial of Service,cluster_75,atomic,0.5000,False,92,high,multi_within,CISSM:2,cissm,True,2,2024-02-19,2024-02-19,2024-02-19,University of Cambridge; University of Manchester,Disruptive,External Denial of Service,Protest,Anonymous Sudan,1,The University of Manchester is hit with a DDoS attack. The Anonymous Sudan group claims responsibility for the attack. The University of Cambridge is hit with a DDoS attack. The Anonymous Sudan group claims responsibility for the attack.,The University of Manchester is hit with a DDoS attack. The Anonymous Sudan group claims responsibility for the attack. The University of Cambridge is hit with a DDoS attack. The Anonymous Sudan group claims responsibility for the attack.,,,,,,,,,,https://www.infosecurity-magazine.com/news/universities-recovering-ddos-attack/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,,,0.043489,2024-02-22,DoppelgÃƒÂ¤nger,Russian Federation,Germany,"Audiences in the US, Israel, Germany, and France.",Disruptive,Message Manipulation,Sabotage,"A joint effort by SentinelLabs and ClearSky Cyber Security uncover a significant propaganda and disinformation campaign, possibly orchestrated by the Russia-aligned influence operation network called DoppelgÃƒÂ¤nger.",cissm_3768715382368442402,doppelgãƒâ¤nger,DEU,,direct_lookup,True,Disruptive,Message Manipulation,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-02-22,2024-02-22,2024-02-22,"Audiences in the US, Israel, Germany, and France.",Disruptive,Message Manipulation,Sabotage,DoppelgÃƒÂ¤nger,1,"A joint effort by SentinelLabs and ClearSky Cyber Security uncover a significant propaganda and disinformation campaign, possibly orchestrated by the Russia-aligned influence operation network called DoppelgÃƒÂ¤nger.","A joint effort by SentinelLabs and ClearSky Cyber Security uncover a significant propaganda and disinformation campaign, possibly orchestrated by the Russia-aligned influence operation network called DoppelgÃƒÂ¤nger.",,,,,,,,,,https://www.infosecurity-magazine.com/news/russia-network-doppelganger/,True,,state_russian,corporate_threat_intel,definitive
cissm,yes,,,0.035405,2024-02-29,BlackCat,Russian Federation,United States of America,Chelan County Public Utility District,Mixed,Exploitation of Application Server,Financial,"The Chelan County Public Utility District is impacted by a Ã¢â‚¬Å“cybersecurity event"" that kept a nationwide vendor from mailing and emailing statements.",cissm_4250951865503898280,blackcat,United States of America,,none,True,Mixed,Exploitation of Application Server,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-02-29,2024-02-29,2024-02-29,Chelan County Public Utility District,Mixed,Exploitation of Application Server,Financial,BlackCat,1,"The Chelan County Public Utility District is impacted by a Ã¢â‚¬Å“cybersecurity event"" that kept a nationwide vendor from mailing and emailing statements.","The Chelan County Public Utility District is impacted by a Ã¢â‚¬Å“cybersecurity event"" that kept a nationwide vendor from mailing and emailing statements.",,,,,,,,,,https://www.govtech.com/security/cybersecurity-event-delays-county-utility-bills-in-washington,True,,hacktivist_other,corporate_threat_intel,qualified
cissm,yes,,,0.064083,2024-03-04,Ukraine Defense Intelligence Directorate (GUR),Ukraine,Russian Federation,Russian Ministry of Defense (Minoborony),Exploitive,Exploitation of Application Server,Political-Espionage,The Main Intelligence Directorate (GUR) of Ukraine's Ministry of Defense claims that it breached the servers of the Russian Ministry of Defense (Minoborony) and stole sensitive documents.,cissm_-655530775084852840,gur,RUS,,direct_lookup,True,Exploitive,Exploitation of Application Server,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-03-04,2024-03-04,2024-03-04,Russian Ministry of Defense (Minoborony),Exploitive,Exploitation of Application Server,Political-Espionage,Ukraine Defense Intelligence Directorate (GUR),1,The Main Intelligence Directorate (GUR) of Ukraine's Ministry of Defense claims that it breached the servers of the Russian Ministry of Defense (Minoborony) and stole sensitive documents.,The Main Intelligence Directorate (GUR) of Ukraine's Ministry of Defense claims that it breached the servers of the Russian Ministry of Defense (Minoborony) and stole sensitive documents.,,,,,,,,,,https://www.bleepingcomputer.com/news/security/ukraine-claims-it-hacked-russian-ministry-of-defense-servers/,True,,state_ukrainian,self_attribution,claimed
cissm,yes,,,0.135146,2024-03-08,SVR (COZYBEAR),Russian Federation,United States of America,Microsoft,Exploitive,Exploitation of Application Server,Industrial-Espionage,"Microsoft reveals that APT29 (a.k.a. Cozy Bear, Midnight Blizzard, Nobelium, The Dukes) used the information initially exfiltrated from their corporate email systems to access portions of the source code.",cissm_6865093011896316485,svr,United States of America,,none,True,Exploitive,Exploitation of Application Server,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-03-08,2024-03-08,2024-03-08,Microsoft,Exploitive,Exploitation of Application Server,Industrial-Espionage,SVR (COZYBEAR),1,"Microsoft reveals that APT29 (a.k.a. Cozy Bear, Midnight Blizzard, Nobelium, The Dukes) used the information initially exfiltrated from their corporate email systems to access portions of the source code.","Microsoft reveals that APT29 (a.k.a. Cozy Bear, Midnight Blizzard, Nobelium, The Dukes) used the information initially exfiltrated from their corporate email systems to access portions of the source code.",,,,,,,,,,https://securityaffairs.com/160207/hacking/russia-midnight-blizzard-breached-microsoft.html,True,,state_russian,corporate_threat_intel,definitive
cissm,yes,,,0.033665,2024-03-13,Anonymous Sudan,Russian Federation,United States of America,Alabama State Government websites,Disruptive,External Denial of Service,Protest,The hacktivist group Anonymous Sudan claims credit for a cyberattack that disrupts Alabama state government.,cissm_-7281667349371396659,anonymous,United States of America,,none,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-03-13,2024-03-13,2024-03-13,Alabama State Government websites,Disruptive,External Denial of Service,Protest,Anonymous Sudan,1,The hacktivist group Anonymous Sudan claims credit for a cyberattack that disrupts Alabama state government.,The hacktivist group Anonymous Sudan claims credit for a cyberattack that disrupts Alabama state government.,,,,,,,,,,https://www.darkreading.com/cyberattacks-data-breaches/alabama-targeted-by-russian-backed-ddos-cyberattack,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,,,0.050287,2024-03-26,Qilin,Russian Federation,United Kingdom of Great Britain and Northern Ireland,The Big Issue,Exploitive,Undetermined,Financial,"The Big Issue, a street newspaper in the United Kingdom famed for providing homeless people with a legitimate income by paying them as vendors to distribute the magazine, confirms being impacted by a cyber incident, following the company being listed on the Qilin ransomware gangÃ¢â‚¬â„¢s darknet extortion site.",cissm_7520666912644943937,qilin,GBR,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-03-26,2024-03-26,2024-03-26,The Big Issue,Exploitive,Undetermined,Financial,Qilin,1,"The Big Issue, a street newspaper in the United Kingdom famed for providing homeless people with a legitimate income by paying them as vendors to distribute the magazine, confirms being impacted by a cyber incident, following the company being listed on the Qilin ransomware gangÃ¢â‚¬â„¢s darknet extortion site.","The Big Issue, a street newspaper in the United Kingdom famed for providing homeless people with a legitimate income by paying them as vendors to distribute the magazine, confirms being impacted by a cyber incident, following the company being listed on the Qilin ransomware gangÃ¢â‚¬â„¢s darknet extortion site.",,,,,,,,,,https://therecord.media/ransomware-gang-attacks-big-issue-street-paper,True,,hacktivist_other,self_attribution,claimed
cissm,yes,,,0.036888,2024-04-08,Blackjack,Ukraine,Russian Federation,OwenCloud.ru,Disruptive,Data Attack,Sabotage,"The Blackjack hackers, together with the SBU Cyber Department, destroy more than 300 TB of data from the Russian data center OwenCloud.ru, which was used by the Russian military-industrial complex, oil and gas, and telecom. The destruction of the Russian cloud service is allegedly made in retaliation for the attack on the Ukrainian data center Parkovy in January this year.",cissm_8725593282312370175,blackjack,RUS,,direct_lookup,True,Disruptive,Data Attack,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-04-08,2024-04-08,2024-04-08,OwenCloud.ru,Disruptive,Data Attack,Sabotage,Blackjack,1,"The Blackjack hackers, together with the SBU Cyber Department, destroy more than 300 TB of data from the Russian data center OwenCloud.ru, which was used by the Russian military-industrial complex, oil and gas, and telecom. The destruction of the Russian cloud service is allegedly made in retaliation for the attack on the Ukrainian data center Parkovy in January this year.","The Blackjack hackers, together with the SBU Cyber Department, destroy more than 300 TB of data from the Russian data center OwenCloud.ru, which was used by the Russian military-industrial complex, oil and gas, and telecom. The destruction of the Russian cloud service is allegedly made in retaliation for the attack on the Ukrainian data center Parkovy in January this year.",,,,,,,,,,https://unn.ua/en/news/ukrainian-hackers-destroyed-a-data-center-used-by-the-russian-military-industrial-complex-source,True,,hacktivist_other,unclear,qualified
cissm,yes,,,0.136584,2024-04-15,Cyber Resistance,Ukraine,Russian Federation,Albatross,Exploitive,Undetermined,Protest,"Ukrainian hackers from Cyber Resistance claim to have breached the Russian drone developer Albatross, leaking 100 gigabytes of data, including internal documentation, technical data and drawings of various types of unmanned aerial vehicles.",cissm_-4731330541929200482,cyber resistance,RUS,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-04-15,2024-04-15,2024-04-15,Albatross,Exploitive,Undetermined,Protest,Cyber Resistance,1,"Ukrainian hackers from Cyber Resistance claim to have breached the Russian drone developer Albatross, leaking 100 gigabytes of data, including internal documentation, technical data and drawings of various types of unmanned aerial vehicles.","Ukrainian hackers from Cyber Resistance claim to have breached the Russian drone developer Albatross, leaking 100 gigabytes of data, including internal documentation, technical data and drawings of various types of unmanned aerial vehicles.",,,,,,,,,,https://therecord.media/russia-albatross-drones-alleged-data-leak-ukraine-cyber-resistance,True,,hacktivist_proukrainian,self_attribution,claimed
cissm,yes,,,0.051314,2024-06-04,UAC-0020 a.k.a. Vermin,Russian Federation,Ukraine,Ukrainian civil service officials and military personnel,Exploitive,Exploitation of End Hosts,Undetermined,The Computer Emergency Response Team of Ukraine (CERT-UA) warns of a campaign targeting Ukrainian civil service officials and military personnel via the DarkCrystal RAT delivered through Signal.,cissm_-7419693664592974053,uac-0020 a.k.a. vermin,UKR,,direct_lookup,True,Exploitive,Exploitation of End Hosts,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-06-04,2024-06-04,2024-06-04,Ukrainian civil service officials and military personnel,Exploitive,Exploitation of End Hosts,Undetermined,UAC-0020 a.k.a. Vermin,1,The Computer Emergency Response Team of Ukraine (CERT-UA) warns of a campaign targeting Ukrainian civil service officials and military personnel via the DarkCrystal RAT delivered through Signal.,The Computer Emergency Response Team of Ukraine (CERT-UA) warns of a campaign targeting Ukrainian civil service officials and military personnel via the DarkCrystal RAT delivered through Signal.,,,,,,,,,,https://cybernews.com/cyber-war/signal-used-to-distribute-malware/,True,,state_russian,official_government,definitive
cissm,yes,,,0.028231,2024-06-04,Qilin,Russian Federation,United Kingdom of Great Britain and Northern Ireland,Synnovis,Mixed,Data Attack,Financial,A Qilin ransomware attack affecting pathology and diagnostic services provider Synnovis impacts healthcare services at multiple major NHS hospitals in London.,cissm_-8089799455773643163,qilin,GBR,,direct_lookup,True,Mixed,Data Attack,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-06-04,2024-06-04,2024-06-04,Synnovis,Mixed,Data Attack,Financial,Qilin,1,A Qilin ransomware attack affecting pathology and diagnostic services provider Synnovis impacts healthcare services at multiple major NHS hospitals in London.,A Qilin ransomware attack affecting pathology and diagnostic services provider Synnovis impacts healthcare services at multiple major NHS hospitals in London.,,,,,,,,,,https://www.bleepingcomputer.com/news/security/qilin-ransomware-gang-linked-to-attack-on-london-hospitals/,True,,hacktivist_other,academic_research,definitive
